	Reason	External Doc No.	Posting Date	Doc Type	Customer No.	Amount	UserID	Open	Ali_Amount	Ali_Type
1230	PriceError	"1361238914133221249	"	2020/11/12	Invoice	SUD0127	421.31		FALSE	411.31	Counted Price
1232	PriceError	"1361606472932822081	"	2020/11/12	Invoice	SUD0127	2696.55		FALSE	2696.54	Counted Price
1233	PriceError	"1361796264462241849	"	2020/11/12	Invoice	SUD0127	254.24		FALSE	243.83	Counted Price
1234	PriceError	"1362021374533544573	"	2020/11/12	Invoice	SUD0127	868.86		FALSE	735.3	Counted Price
1235	PriceError	"1362136287337130927	"	2020/11/12	Invoice	SUD0127	335.66		FALSE	325.66	Counted Price
1237	PriceError	"1362344365840811770	"	2020/11/12	Invoice	SUD0127	539.13		FALSE	518.75	Counted Price
1238	PriceError	"1362348687833652247	"	2020/11/12	Invoice	SUD0127	508.31		FALSE	498.16	Counted Price
1240	PriceError	"1362606337492257989	"	2020/11/12	Invoice	SUD0127	332.91		FALSE	312.63	Counted Price
1241	PriceError	"1362643452968736433	"	2020/11/12	Invoice	SUD0127	249.41		FALSE	238.99	Counted Price
1242	PriceError	"1362712573322659343	"	2020/11/12	Invoice	SUD0127	800.52		FALSE	800.51	Counted Price
1244	PriceError	"1362820790323544573	"	2020/11/12	Invoice	SUD0127	768.86		FALSE	675.2	Counted Price
1246	PriceError	"1363103823165453437	"	2020/11/12	Invoice	SUD0127	383.33		FALSE	373.06	Counted Price
1247	PriceError	"1363112137088399739	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	196.06	Counted Price
1248	PriceError	"1363148965065858530	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	206.55	Counted Price
1249	PriceError	"1363346892879972949	"	2020/11/12	Invoice	SUD0127	357.23		FALSE	336.65	Counted Price
1250	PriceError	"1363389696855390934	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	196.06	Counted Price
1252	PriceError	"1363412125907229988	"	2020/11/12	Invoice	SUD0127	254.5		FALSE	244.09	Counted Price
1253	PriceError	"1363501119091608893	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	206.55	Counted Price
1254	PriceError	"1363627260036942241	"	2020/11/12	Invoice	SUD0127	153.21		FALSE	126.12	Counted Price
1256	PriceError	"1363969695140351871	"	2020/11/12	Invoice	SUD0127	230.7		FALSE	209.79	Counted Price
1257	PriceError	"1364007494745778573	"	2020/11/12	Invoice	SUD0127	518.46		FALSE	498.07	Counted Price
1258	PriceError	"1364213378500450596	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	169.28	Counted Price
1259	PriceError	"1364216364945513884	"	2020/11/12	Invoice	SUD0127	318.2		FALSE	308.04	Counted Price
1260	PriceError	"1364255028806465149	"	2020/11/12	Invoice	SUD0127	531.83		FALSE	521.64	Counted Price
1261	PriceError	"1364260573837087396	"	2020/11/12	Invoice	SUD0127	286.55		FALSE	281.45	Counted Price
1262	PriceError	"1364288006474424984	"	2020/11/12	Invoice	SUD0127	219.39		FALSE	208.91	Counted Price
1263	PriceError	"1364347407655235793	"	2020/11/12	Invoice	SUD0127	383.33		FALSE	373.06	Counted Price
1264	PriceError	"1364385852928403035	"	2020/11/12	Invoice	SUD0127	258.14		FALSE	247.74	Counted Price
1266	PriceError	"1364458215932470541	"	2020/11/12	Invoice	SUD0127	308.97		FALSE	257.05	Counted Price
1267	PriceError	"1364506634487179891	"	2020/11/12	Invoice	SUD0127	508.49		FALSE	498.29	Counted Price
1268	PriceError	"1364546126186757063	"	2020/11/12	Invoice	SUD0127	684.32		FALSE	664.02	Counted Price
1269	PriceError	"1364546989644678196	"	2020/11/12	Invoice	SUD0127	776.78		FALSE	756.52	Counted Price
1271	PriceError	"1364582883742039239	"	2020/11/12	Invoice	SUD0127	247.44		FALSE	226.6	Counted Price
1274	PriceError	"1364733326886736736	"	2020/11/12	Invoice	SUD0127	1504.05		FALSE	1410.05	Counted Price
1275	PriceError	"1364769505862414462	"	2020/11/12	Invoice	SUD0127	357.23		FALSE	346.94	Counted Price
1276	PriceError	"1364793555503913298	"	2020/11/12	Invoice	SUD0127	0		FALSE	1525.1	Counted Price
1277	PriceError	"1364863250614955587	"	2020/11/12	Invoice	SUD0127	217.03		FALSE	206.55	Counted Price
1278	PriceError	"1364892697818611455	"	2020/11/12	Invoice	SUD0127	345.09		FALSE	324.75	Counted Price
1279	PriceError	"1364898170333666288	"	2020/11/12	Invoice	SUD0127	780.08		FALSE	769.95	Counted Price
1280	PriceError	"1364906019115326779	"	2020/11/12	Invoice	SUD0127	150.68		FALSE	139.97	Counted Price
1281	PriceError	"1365145813121965761	"	2020/11/12	Invoice	SUD0127	312.03		FALSE	291.63	Counted Price
1282	PriceError	"1365158523551192450	"	2020/11/12	Invoice	SUD0127	845.96		FALSE	845.95	Counted Price
1283	PriceError	"1365200317087982160	"	2020/11/12	Invoice	SUD0127	370.87		FALSE	320.27	Counted Price
1284	PriceError	"1365270986662146682	"	2020/11/12	Invoice	SUD0127	160.84		FALSE	151.41	Counted Price
1285	PriceError	"1365339926265979742	"	2020/11/12	Invoice	SUD0127	393.11		FALSE	372.59	Counted Price
1287	PriceError	"1365432591106218978	"	2020/11/12	Invoice	SUD0127	188.13		FALSE	177.57	Counted Price
1289	PriceError	"1365948507745520948	"	2020/11/12	Invoice	SUD0127	653.61		FALSE	643.61	Counted Price
433	PriceError	"1227862323874810405	"	2020/11/13	Invoice	SUD0127	632.58		FALSE	612.58	Counted Price
1185	PriceError	"1356962832886316264	"	2020/11/13	Invoice	SUD0127	1308.1		FALSE	980.87	Counted Price
1194	PriceError	"1357717393973544573	"	2020/11/13	Invoice	SUD0127	530.33		FALSE	438.45	Counted Price
1288	PriceError	"1365827076151544573	"	2020/11/13	Invoice	SUD0127	329.3		FALSE	286.3	Counted Price
1290	PriceError	"1367604038564951628	"	2020/11/13	Invoice	SUD0127	634.06		FALSE	624.06	Counted Price
419	PriceError	"1226377969357616721	"	2020/11/14	Invoice	SUD0127	564.26		FALSE	565.07	Counted Price
1291	PriceError	"1368019766166417271	"	2020/11/14	Invoice	SUD0127	888.75		FALSE	878.75	Counted Price
1292	PriceError	"1369787473828149252	"	2020/11/15	Invoice	SUD0127	469.3		FALSE	459.3	Counted Price
393	PriceError	"1223897966626107717	"	2020/11/16	Invoice	SUD0127	375		FALSE	374.96	Counted Price
420	PriceError	"1226461671305458308	"	2020/11/16	Invoice	SUD0127	327.88		FALSE	307.58	Counted Price
422	PriceError	"1226786751440641403	"	2020/11/16	Invoice	SUD0127	468.84		FALSE	458.62	Counted Price
431	PriceError	"1227380280193630206	"	2020/11/16	Invoice	SUD0127	376.1		FALSE	355.55	Counted Price
1231	PriceError	"1361521080729575928	"	2020/11/16	Invoice	SUD0127	322.5		FALSE	312.35	Counted Price
1236	PriceError	"1362310347490261283	"	2020/11/16	Invoice	SUD0127	387.21		FALSE	366.95	Counted Price
1239	PriceError	"1362545031038754084	"	2020/11/16	Invoice	SUD0127	454.5		FALSE	434.05	Counted Price
1243	PriceError	"1362813229854077929	"	2020/11/16	Invoice	SUD0127	465.41		FALSE	455.19	Counted Price
1245	PriceError	"1362966842782403486	"	2020/11/16	Invoice	SUD0127	407.23		FALSE	386.73	Counted Price
1251	PriceError	"1363392723079303171	"	2020/11/16	Invoice	SUD0127	500.65		FALSE	490.45	Counted Price
1255	PriceError	"1363833612252929528	"	2020/11/16	Invoice	SUD0127	483.33		FALSE	473.12	Counted Price
1265	PriceError	"1364458177779303391	"	2020/11/16	Invoice	SUD0127	590.96		FALSE	580.79	Counted Price
1270	PriceError	"1364574494155043138	"	2020/11/16	Invoice	SUD0127	309.05		FALSE	304.02	Counted Price
1272	PriceError	"1364646494577178390	"	2020/11/16	Invoice	SUD0127	407.23		FALSE	355.23	Counted Price
1273	PriceError	"1364653767018639927	"	2020/11/16	Invoice	SUD0127	296.46		FALSE	297.78	Counted Price
1293	PriceError	"1371479367131874717	"	2020/11/16	Invoice	SUD0127	1190		FALSE	172.44	Counted Price
418	PriceError	"1226312775302907302	"	2020/11/17	Invoice	SUD0127	370		FALSE	370.17	Counted Price
1286	PriceError	"1365413690057239657	"	2020/11/17	Invoice	SUD0127	313		FALSE	312.69	Counted Price
1294	PriceError	"1374368905083934761	"	2020/11/17	Invoice	SUD0127	0		FALSE	738.23	Counted Price
1295	PriceError	"1377649119142087067	"	2020/11/19	Invoice	SUD0127	823.99		FALSE	761	Counted Price
1296	PriceError	"1377744085106616033	"	2020/11/19	Invoice	SUD0127	748.97		FALSE	610.37	Counted Price
395	PriceError	"1223933952262757494	"	2020/11/22	Invoice	SUD0127	529.51		FALSE	519.51	Counted Price
1297	PriceError	"1383343740060601806	"	2020/11/22	Invoice	SUD0127	612.93		FALSE	592.93	Counted Price
1298	PriceError	"1385070516088410843	"	2020/11/23	Invoice	SUD0127	598.2		FALSE	578.2	Counted Price
1299	PriceError	"1386184935584544573	"	2020/11/23	Invoice	SUD0127	359.3		FALSE	317.08	Counted Price
1300	PriceError	"1388190564406864356	"	2020/11/24	Invoice	SUD0127	1051.3		FALSE	1041.3	Counted Price
1301	PriceError	"1388649349299078821	"	2020/11/24	Invoice	SUD0127	665.13		FALSE	655.13	Counted Price
1302	PriceError	"1388825426045297018	"	2020/11/24	Invoice	SUD0127	945.74		FALSE	915.74	Counted Price
370	PriceError	"1220127556133429589	"	2020/11/25	Invoice	SUD0127	227		FALSE	226.78	Counted Price
1303	PriceError	"1389506544628831967	"	2020/11/25	Invoice	SUD0127	470.11		FALSE	455	Counted Price
1304	PriceError	"1390442077584009786	"	2020/11/25	Invoice	SUD0127	658.08		FALSE	525.08	Counted Price
435	PriceError	"1230552744376359709	"	2020/11/27	Invoice	SUD0127	1356.73		FALSE	1346.73	Counted Price
436	PriceError	"1230589790881546307	"	2020/11/27	Invoice	SUD0127	634.83		FALSE	624.83	Counted Price
1305	PriceError	"1394042292602648283	"	2020/11/27	Invoice	SUD0127	926.79		FALSE	916.79	Counted Price
1306	PriceError	"1394070696329550886	"	2020/11/27	Invoice	SUD0127	610.3		FALSE	600.3	Counted Price
1307	PriceError	"1394887249778040678	"	2020/11/27	Invoice	SUD0127	1116.88		FALSE	871.88	Counted Price
1308	PriceError	"1395118946614720562	"	2020/11/27	Invoice	SUD0127	562.93		FALSE	524.78	Counted Price
1309	PriceError	"1395213697890385159	"	2020/11/27	Invoice	SUD0127	504.58		FALSE	415	Counted Price
1310	PriceError	"1395508863815544573	"	2020/11/27	Invoice	SUD0127	282.3		FALSE	257.21	Counted Price
1311	PriceError	"1396047960914222484	"	2020/11/28	Invoice	SUD0127	582.73		FALSE	572.73	Counted Price
1312	PriceError	"1396085220984747463	"	2020/11/28	Invoice	SUD0127	687.79		FALSE	643.79	Counted Price
1313	PriceError	"1396875745890230412	"	2020/11/28	Invoice	SUD0127	469.3		FALSE	445.83	Counted Price
1314	PriceError	"1397061219905302046	"	2020/11/28	Invoice	SUD0127	546.94		FALSE	521.94	Counted Price
1315	PriceError	"1397119646255073055	"	2020/11/28	Invoice	SUD0127	597.55		FALSE	587.55	Counted Price
1316	PriceError	"1397172927869798945	"	2020/11/28	Invoice	SUD0127	689.1		FALSE	609.1	Counted Price
438	PriceError	"1231148222530547700	"	2020/11/29	Invoice	SUD0127	592.57		FALSE	572.57	Counted Price
1317	PriceError	"1399351717595928982	"	2020/11/29	Invoice	SUD0127	683.1		FALSE	633.1	Counted Price
1318	PriceError	"1399639754760851744	"	2020/11/29	Invoice	SUD0127	563.3		FALSE	535.1	Counted Price
1319	PriceError	"1400128021649295055	"	2020/11/29	Invoice	SUD0127	374.13		FALSE	364.13	Counted Price
432	PriceError	"1227384230135191994	"	2020/11/30	Invoice	SUD0127	616.05		FALSE	545.05	Counted Price
1320	PriceError	"1401213961342363484	"	2020/11/30	Invoice	SUD0127	563.1		FALSE	453.9	Counted Price
1321	PriceError	"1401596641432807439	"	2020/11/30	Invoice	SUD0127	554.98		FALSE	544.98	Counted Price
1322	PriceError	"1401874848332588876	"	2020/11/30	Invoice	SUD0127	585.1		FALSE	555.85	Counted Price
444	PriceError	"1231835966825347410	"	2020/12/1	Invoice	SUD0127	557.67		FALSE	547.67	Counted Price
1323	PriceError	"1402475292229688483	"	2020/12/1	Invoice	SUD0127	418.85		FALSE	408.85	Counted Price
1324	PriceError	"1403990461975141639	"	2020/12/1	Invoice	SUD0127	622.17		FALSE	602.17	Counted Price
1325	PriceError	"1406418517964849763	"	2020/12/2	Invoice	SUD0127	635		FALSE	475	Counted Price
1327	PriceError	"1407557126880250221	"	2020/12/2	Invoice	SUD0127	744.53		FALSE	734.53	Counted Price
1326	PriceError	"1407381804256531741	"	2020/12/3	Invoice	SUD0127	725.03		FALSE	705.03	Counted Price
1328	PriceError	"1408262904914593653	"	2020/12/3	Invoice	SUD0127	623.89		FALSE	485.09	Counted Price
1329	PriceError	"1408941362295989855	"	2020/12/3	Invoice	SUD0127	689.96		FALSE	679.96	Counted Price
1331	PriceError	"1409163048417576051	"	2020/12/3	Invoice	SUD0127	913.06		FALSE	630.76	Counted Price
1330	PriceError	"1409057030580016336	"	2020/12/4	Invoice	SUD0127	935.68		FALSE	935.69	Counted Price
461	PriceError	"1233446066566115303	"	2020/12/5	Invoice	SUD0127	628.36		FALSE	455.06	Counted Price
1332	PriceError	"1416186542799447071	"	2020/12/6	Invoice	SUD0127	683.8		FALSE	531	Counted Price
1334	PriceError	"1421781049708594216	"	2020/12/9	Invoice	SUD0127	163.03		FALSE	153.03	Counted Price
434	PriceError	"1229814588743762498	"	2020/12/10	Invoice	SUD0127	201.94		FALSE	181.75	Counted Price
437	PriceError	"1230970792232427880	"	2020/12/10	Invoice	SUD0127	539.61		FALSE	539.62	Counted Price
439	PriceError	"1231267252411544573	"	2020/12/10	Invoice	SUD0127	245.3		FALSE	197.89	Counted Price
440	PriceError	"1231407472701494184	"	2020/12/10	Invoice	SUD0127	512.93		FALSE	451.93	Counted Price
441	PriceError	"1231575664531067861	"	2020/12/10	Invoice	SUD0127	928.06		FALSE	898.06	Counted Price
442	PriceError	"1231626064564148266	"	2020/12/10	Invoice	SUD0127	435.1		FALSE	425.1	Counted Price
443	PriceError	"1231795301320047373	"	2020/12/10	Invoice	SUD0127	689.13		FALSE	620.23	Counted Price
446	PriceError	"1231906902896723077	"	2020/12/10	Invoice	SUD0127	0		FALSE	310.21	Counted Price
447	PriceError	"1231924793080544573	"	2020/12/10	Invoice	SUD0127	239.3		FALSE	193.45	Counted Price
448	PriceError	"1231952117283932170	"	2020/12/10	Invoice	SUD0127	474.43		FALSE	464.43	Counted Price
449	PriceError	"1232006621869773987	"	2020/12/10	Invoice	SUD0127	823.53		FALSE	793.53	Counted Price
450	PriceError	"1232011697700072193	"	2020/12/10	Invoice	SUD0127	575.09		FALSE	575.1	Counted Price
451	PriceError	"1232082870753544573	"	2020/12/10	Invoice	SUD0127	245.3		FALSE	197.63	Counted Price
452	PriceError	"1232290734561652567	"	2020/12/10	Invoice	SUD0127	1511.13		FALSE	1511.14	Counted Price
453	PriceError	"1232324107450544573	"	2020/12/10	Invoice	SUD0127	631.6		FALSE	523.53	Counted Price
454	PriceError	"1232326049771597188	"	2020/12/10	Invoice	SUD0127	357.61		FALSE	337.61	Counted Price
455	PriceError	"1232352763245213488	"	2020/12/10	Invoice	SUD0127	477.08		FALSE	419.38	Counted Price
456	PriceError	"1232357515362202465	"	2020/12/10	Invoice	SUD0127	782		FALSE	694	Counted Price
457	PriceError	"1232417131187802676	"	2020/12/10	Invoice	SUD0127	549.1		FALSE	529.1	Counted Price
478	PriceError	"1234614516543074600	"	2020/12/10	Invoice	SUD0127	654.32		FALSE	546.18	Counted Price
1333	PriceError	"1420531491587892014	"	2020/12/10	Invoice	SUD0127	396.81		FALSE	386.81	Counted Price
1335	PriceError	"1423183708473508304	"	2020/12/10	Invoice	SUD0127	476.07		FALSE	476.03	Counted Price
1336	PriceError	"1423325988515810911	"	2020/12/10	Invoice	SUD0127	454.83		FALSE	376.62	Counted Price
1337	PriceError	"1423363536891810354	"	2020/12/10	Invoice	SUD0127	461.26		FALSE	453.26	Counted Price
1338	PriceError	"1424299825288256617	"	2020/12/10	Invoice	SUD0127	201.02		FALSE	170.92	Counted Price
1339	PriceError	"1424396556525476588	"	2020/12/10	Invoice	SUD0127	524.01		FALSE	524.02	Counted Price
1340	PriceError	"1424411750906279922	"	2020/12/10	Invoice	SUD0127	478.13		FALSE	468.13	Counted Price
1341	PriceError	"1424487387816202354	"	2020/12/10	Invoice	SUD0127	892.96		FALSE	892.97	Counted Price
1342	PriceError	"1424528605406409448	"	2020/12/10	Invoice	SUD0127	528.77		FALSE	518.77	Counted Price
1343	PriceError	"1424749287907302814	"	2020/12/10	Invoice	SUD0127	1233.57		FALSE	1223.56	Counted Price
1344	PriceError	"1424805122329948133	"	2020/12/10	Invoice	SUD0127	476.18		FALSE	466.18	Counted Price
1345	PriceError	"1424912043966394158	"	2020/12/10	Invoice	SUD0127	542.14		FALSE	477.94	Counted Price
1346	PriceError	"1425098559520205823	"	2020/12/10	Invoice	SUD0127	518.5		FALSE	518.51	Counted Price
1347	PriceError	"1425132108800330414	"	2020/12/10	Invoice	SUD0127	308.58		FALSE	298.58	Counted Price
1348	PriceError	"1425141651894082729	"	2020/12/10	Invoice	SUD0127	0		FALSE	342.39	Counted Price
1349	PriceError	"1425309301891938426	"	2020/12/10	Invoice	SUD0127	567.63		FALSE	547.63	Counted Price
1350	PriceError	"1425465291169391970	"	2020/12/10	Invoice	SUD0127	495.33		FALSE	485.33	Counted Price
1351	PriceError	"1425613611891964591	"	2020/12/10	Invoice	SUD0127	365.93		FALSE	355.93	Counted Price
1352	PriceError	"1425747817698469486	"	2020/12/10	Invoice	SUD0127	365.93		FALSE	319.34	Counted Price
1353	PriceError	"1425929688222100127	"	2020/12/10	Invoice	SUD0127	473.53		FALSE	416.23	Counted Price
1354	PriceError	"1425949166524216702	"	2020/12/10	Invoice	SUD0127	511.06		FALSE	491.06	Counted Price
1355	PriceError	"1425955755674629258	"	2020/12/10	Invoice	SUD0127	1122.22		FALSE	981.22	Counted Price
1356	PriceError	"1426230867068583729	"	2020/12/10	Invoice	SUD0127	716.23		FALSE	635.24	Counted Price
1357	PriceError	"1426238643411979668	"	2020/12/10	Invoice	SUD0127	329.22		FALSE	296.22	Counted Price
1358	PriceError	"1426631114539955957	"	2020/12/10	Invoice	SUD0127	0		FALSE	1102.69	Counted Price
1359	PriceError	"1426696489140544573	"	2020/12/10	Invoice	SUD0127	326.13		FALSE	269.98	Counted Price
1360	PriceError	"1426749338448869794	"	2020/12/10	Invoice	SUD0127	408.97		FALSE	398.97	Counted Price
1363	PriceError	"1427710287980544573	"	2020/12/10	Invoice	SUD0127	1270.5		FALSE	1133.49	Counted Price
1361	PriceError	"1426788000381714757	"	2020/12/11	Invoice	SUD0127	295.3		FALSE	278.01	Counted Price
1362	PriceError	"1426991580510715770	"	2020/12/11	Invoice	SUD0127	0		FALSE	478.13	Counted Price
1364	PriceError	"1427976363940714757	"	2020/12/11	Invoice	SUD0127	937.13		FALSE	878.56	Counted Price
1365	PriceError	"1428034718488909140	"	2020/12/11	Invoice	SUD0127	692.16		FALSE	672.16	Counted Price
1366	PriceError	"1428120291492714757	"	2020/12/11	Invoice	SUD0127	386.3		FALSE	362.16	Counted Price
1367	PriceError	"1428147865556098104	"	2020/12/11	Invoice	SUD0127	581.63		FALSE	571.63	Counted Price
1368	PriceError	"1428163992834978373	"	2020/12/11	Invoice	SUD0127	618.18		FALSE	556.38	Counted Price
1369	PriceError	"1428366674467458598	"	2020/12/11	Invoice	SUD0127	512.93		FALSE	502.93	Counted Price
1370	PriceError	"1428461642008667184	"	2020/12/11	Invoice	SUD0127	522.43		FALSE	502.43	Counted Price
1371	PriceError	"1428647400059784646	"	2020/12/11	Invoice	SUD0127	574.83		FALSE	564.83	Counted Price
1372	PriceError	"1429175559452842408	"	2020/12/11	Invoice	SUD0127	515.18		FALSE	495.18	Counted Price
1373	PriceError	"1429199930847043434	"	2020/12/11	Invoice	SUD0127	572.44		FALSE	562.44	Counted Price
1375	PriceError	"1429504597080243659	"	2020/12/11	Invoice	SUD0127	404.43		FALSE	354.03	Counted Price
1376	PriceError	"1430384797468891930	"	2020/12/11	Invoice	SUD0127	734.71		FALSE	724.71	Counted Price
1377	PriceError	"1430999642423835140	"	2020/12/11	Invoice	SUD0127	831.01		FALSE	821.01	Counted Price
1374	PriceError	"1429483971380537808	"	2020/12/12	Invoice	SUD0127	379.3		FALSE	341.37	Counted Price
1378	PriceError	"1431103248786186858	"	2020/12/12	Invoice	SUD0127	334.3		FALSE	284.16	Counted Price
1379	PriceError	"1431200629910110775	"	2020/12/12	Invoice	SUD0127	347.23		FALSE	0	Counted Price
1380	PriceError	"1431288036148454354	"	2020/12/12	Invoice	SUD0127	1839.8		FALSE	1739.8	Counted Price
1381	PriceError	"1431608149243186858	"	2020/12/12	Invoice	SUD0127	143.03		FALSE	128.73	Counted Price
1382	PriceError	"1431973479004074574	"	2020/12/12	Invoice	SUD0127	515.99		FALSE	505.99	Counted Price
1383	PriceError	"1432816165783777608	"	2020/12/12	Invoice	SUD0127	435.5		FALSE	391.95	Counted Price
1384	PriceError	"1432941339496240526	"	2020/12/12	Invoice	SUD0127	544.86		FALSE	524.86	Counted Price
1385	PriceError	"1433220014636245031	"	2020/12/12	Invoice	SUD0127	363.64		FALSE	327.28	Counted Price
1386	PriceError	"1433369773005935620	"	2020/12/12	Invoice	SUD0127	325.37		FALSE	315.37	Counted Price
1387	PriceError	"1433630340744943079	"	2020/12/12	Invoice	SUD0127	465.72		FALSE	445.72	Counted Price
1388	PriceError	"1434064827084941961	"	2020/12/12	Invoice	SUD0127	298.34		FALSE	278.34	Counted Price
1389	PriceError	"1434419966944810778	"	2020/12/12	Invoice	SUD0127	370.17		FALSE	360.17	Counted Price
1391	PriceError	"1434676069129674895	"	2020/12/12	Invoice	SUD0127	143.03		FALSE	128.73	Counted Price
445	PriceError	"1231906296261632499	"	2020/12/13	Invoice	SUD0127	370.75		FALSE	350.75	Counted Price
458	PriceError	"1232819941070019898	"	2020/12/13	Invoice	SUD0127	763.3		FALSE	753.3	Counted Price
482	PriceError	"1234968938015109201	"	2020/12/13	Invoice	SUD0127	623.98		FALSE	603.98	Counted Price
1390	PriceError	"1434515472950714270	"	2020/12/13	Invoice	SUD0127	1192.48		FALSE	1142.48	Counted Price
1392	PriceError	"1435450392006225026	"	2020/12/13	Invoice	SUD0127	532.6		FALSE	502.6	Counted Price
1393	PriceError	"1435559292268841721	"	2020/12/13	Invoice	SUD0127	490.94		FALSE	441.94	Counted Price
1394	PriceError	"1435642201352164708	"	2020/12/13	Invoice	SUD0127	336.77		FALSE	240	Counted Price
1395	PriceError	"1436269465219186858	"	2020/12/13	Invoice	SUD0127	143.03		FALSE	118.73	Counted Price
1396	PriceError	"1437226956797585066	"	2020/12/13	Invoice	SUD0127	481.99		FALSE	434.26	Counted Price
1397	PriceError	"1437280344607181017	"	2020/12/13	Invoice	SUD0127	392.8		FALSE	382.8	Counted Price
1398	PriceError	"1437764653983131740	"	2020/12/13	Invoice	SUD0127	2115.2		FALSE	659.87	Counted Price
1399	PriceError	"1437927339454233281	"	2020/12/13	Invoice	SUD0127	733.63		FALSE	723.63	Counted Price
1400	PriceError	"1438136859916103625	"	2020/12/13	Invoice	SUD0127	552.7		FALSE	487.43	Counted Price
1401	PriceError	"1438183766493386876	"	2020/12/13	Invoice	SUD0127	402.58		FALSE	392.58	Counted Price
1402	PriceError	"1438351490100428013	"	2020/12/13	Invoice	SUD0127	409.68		FALSE	399.68	Counted Price
1403	PriceError	"1438568102561253032	"	2020/12/13	Invoice	SUD0127	790.83		FALSE	770.83	Counted Price
484	PriceError	"1235266512017743500	"	2020/12/14	Invoice	SUD0127	565.68		FALSE	517.08	Counted Price
1404	PriceError	"1440788439191673773	"	2020/12/14	Invoice	SUD0127	564.38		FALSE	427.3	Counted Price
1405	PriceError	"1442155323738129924	"	2020/12/14	Invoice	SUD0127	701		FALSE	478.15	Counted Price
1406	PriceError	"1442272575119886664	"	2020/12/14	Invoice	SUD0127	759.98		FALSE	749.98	Counted Price
486	PriceError	"1235726809959890902	"	2020/12/15	Invoice	SUD0127	674.3		FALSE	404.4	Counted Price
1407	PriceError	"1442797599545544573	"	2020/12/15	Invoice	SUD0127	272.3		FALSE	225.74	Counted Price
490	PriceError	"1235855797250578800	"	2020/12/16	Invoice	SUD0127	701		FALSE	353.61	Counted Price
493	PriceError	"1236014988874107404	"	2020/12/16	Invoice	SUD0127	1129.98		FALSE	1129.97	Counted Price
494	PriceError	"1236083244637645610	"	2020/12/16	Invoice	SUD0127	780.91		FALSE	780.92	Counted Price
1408	PriceError	"1444123909034566145	"	2020/12/16	Invoice	SUD0127	871.02		FALSE	653.94	Counted Price
499	PriceError	"1236517910831311108	"	2020/12/18	Invoice	SUD0127	799		FALSE	400.64	Counted Price
1409	PriceError	"1446987097136616471	"	2020/12/18	Invoice	SUD0127	535		FALSE	0	Counted Price
1410	PriceError	"1447592833804347312	"	2020/12/18	Invoice	SUD0127	495.93		FALSE	485.93	Counted Price
1411	PriceError	"1447801669928293633	"	2020/12/18	Invoice	SUD0127	819.21		FALSE	518.13	Counted Price
1412	PriceError	"1447999887371559730	"	2020/12/18	Invoice	SUD0127	669.3		FALSE	581	Counted Price
1413	PriceError	"1448158393595331052	"	2020/12/18	Invoice	SUD0127	834.42		FALSE	388.02	Counted Price
1414	PriceError	"1449362847873587426	"	2020/12/18	Invoice	SUD0127	830		FALSE	508.13	Counted Price
1415	PriceError	"1450098649060381646	"	2020/12/18	Invoice	SUD0127	900.3		FALSE	688.9	Counted Price
488	PriceError	"1235752719768346888	"	2020/12/21	Invoice	SUD0127	365		FALSE	336.8	Counted Price
510	PriceError	"1237831263002882901	"	2020/12/21	Invoice	SUD0127	592.93		FALSE	406.93	Counted Price
1417	PriceError	"1455465492353544573	"	2020/12/21	Invoice	SUD0127	282.3		FALSE	242.22	Counted Price
1418	PriceError	"1456786695553020944	"	2020/12/21	Invoice	SUD0127	1383.7		FALSE	1314.47	Counted Price
1419	PriceError	"1456907079782723713	"	2020/12/21	Invoice	SUD0127	525		FALSE	515	Counted Price
483	PriceError	"1235207136594295598	"	2020/12/22	Invoice	SUD0127	576.16		FALSE	0	Counted Price
511	PriceError	"1238028723932304010	"	2020/12/22	Invoice	SUD0127	0.97		FALSE	0	Counted Price
516	PriceError	"1238210559412780600	"	2020/12/22	Invoice	SUD0127	562.93		FALSE	0	Counted Price
1416	PriceError	"1455415272715506542	"	2020/12/22	Invoice	SUD0127	565.15		FALSE	0	Counted Price
1420	PriceError	"1457561773287422916	"	2020/12/22	Invoice	SUD0127	1374.49		FALSE	0	Counted Price
1421	PriceError	"1457732521315933340	"	2020/12/22	Invoice	SUD0127	593.71		FALSE	0	Counted Price
1422	PriceError	"1458040104203137433	"	2020/12/22	Invoice	SUD0127	603.55		FALSE	603.56	Counted Price
1423	PriceError	"1458048278425054644	"	2020/12/22	Invoice	SUD0127	533.24		FALSE	0	Counted Price
1424	PriceError	"1458052417378358264	"	2020/12/22	Invoice	SUD0127	634.33		FALSE	0	Counted Price
1425	PriceError	"1458101450157427728	"	2020/12/22	Invoice	SUD0127	1289.51		FALSE	0	Counted Price
1426	PriceError	"1458255278261060831	"	2020/12/22	Invoice	SUD0127	544.05		FALSE	0	Counted Price
1427	PriceError	"1458278354752198031	"	2020/12/22	Invoice	SUD0127	376.3		FALSE	0	Counted Price
1428	PriceError	"1458339948020522468	"	2020/12/22	Invoice	SUD0127	591		FALSE	0	Counted Price
